number,origin kanji,kanji,reading,particle_before,particle_after,meaning,usefulness,components,labels,description
513,革,革命,かくめい,,,revolution,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/514-leatherrevolution-%E9%9D%A9"">革</a> (leather/revolution) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/949-life-%E5%91%BD"">命</a> (life)
 = 革命 (revolution)",,
513,革,革ジャン,かわじゃん,,,leather jacket,★☆☆☆☆,,,
513,革,革命者,かくめいしゃ,,,a rebel,★☆☆☆☆,"<a href=""http://www.kanjidamage.com/kanji/514-leatherrevolution-%E9%9D%A9"">革</a><a href=""http://www.kanjidamage.com/kanji/949-life-%E5%91%BD"">命</a> (revolution) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/255-professional-%E8%80%85"">者</a> (professional)
 = 革命者 (a rebel)",,
515,甘,甘く見る,あまくみる,,,not take seriously,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/516-sweet-%E7%94%98"">甘</a> (sweet) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/520-look-%E8%A6%8B"">見</a> (look)
 = 甘く見る (not take seriously)",,<p>to not take an opponent seriously because you assume they are soft.</p>
516,某,某,ぼう,,XXX,a certain,★☆☆☆☆,,,"<p>PREFIX: you can put it before any noun, with no particles in between, for example:</p> <p>某国： ぼうごく:a certain country,</p> <p>某地：ぼうち： an undisclosed location,</p> <p>某猿：　ぼうさる　:a certain monkey.</p> <p>etc.</p>"
517,謀,無謀,むぼう,,な,unpremeditated,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/264-without-%E7%84%A1"">無</a> (without) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/518-plot-%E8%AC%80"">謀</a> (plot)
 = 無謀 (unpremeditated)",,"<p>rash, impulsive, unpremeditated</p>"
517,謀,陰謀,いんぼう,,,conspiracy,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1249-shady-%E9%99%B0"">陰</a> (shady) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/518-plot-%E8%AC%80"">謀</a> (plot)
 = 陰謀 (conspiracy

)",,
520,寛,寛大,かんだい,,な,lenient,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/521-leniency-%E5%AF%9B"">寛</a> (leniency) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/397-big-%E5%A4%A7"">大</a> (big)
 = 寛大 (lenient)",,"<p>tolerant, broad-minded, gracious, lenient</p>"
520,寛,寛容,かんよう,,,"tolerance, leniency",★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/521-leniency-%E5%AF%9B"">寛</a> (leniency) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1521-appearance-%E5%AE%B9"">容</a> (appearance)
 = 寛容 (tolerance, leniency )",,
521,焼,日焼け,ひやけ,,する,sunburn,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/23-sun-day-%E6%97%A5"">日</a> (sun, day) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/522-roast-grill-%E7%84%BC"">焼</a> (roast / grill)
 = 日焼け (sunburn)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/15"" title=""a NEOLOGISM. For instance, wheel-chair became 車椅子　（car-chair), and space-ship became 宇宙船 (universe vessel)."">NEO</a>",
522,境,環境,かんきょう,,,environment,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/764-environment-%E7%92%B0"">環</a> (environment) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/523-border-%E5%A2%83"">境</a> (border)
 = 環境 (environment)",,"<p>environment (like English, this is not limited to nature. A bad kid can be a ""product of his environment."")</p>"
522,境,国境,こっきょう,,,national border,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/438-country-%E5%9B%BD"">国</a> (country) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/523-border-%E5%A2%83"">境</a> (border)
 = 国境 (national border)",,
522,境,境界,きょうかい,,,boundary,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/523-border-%E5%A2%83"">境</a> (border) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/935-the-world-%E7%95%8C"">界</a> (the world)
 = 境界 (boundary)",,"<p>means border or boundary of property (80% the same usage as さかい　（境） , but a bit more formal).</p> <p>
 BOTH 境　and 境界　are often used in the figurative sense - like ""This film pushes the envelope of good taste"" or ""His art blurs the boundary between painting and sculpture"". </p> <p>
Also used in science.


</p>"
523,現,表現,ひょうげん,,,figure of speech,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/767-express-%E8%A1%A8"">表</a> (express) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/524-present-time-%E7%8F%BE"">現</a> (present time)
 = 表現 (figure of speech)",,"<p>figure of speech, expression</p>"
526,克,克服,こくふく,,する,conquer,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/527-overcome-%E5%85%8B"">克</a> (overcome) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1481-clothes-%E6%9C%8D"">服</a> (clothes)
 = 克服 (conquer)",,"<p>conquest, control, subjugation. But it can also mean, 'Recover from or overcome an obstacle.'</p>"
527,況,状況,じょうきょう,,,"context, condition",★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/801-circumstance-%E7%8A%B6"">状</a> (circumstance) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/528-condition-%E6%B3%81"">況</a> (condition)
 = 状況 (context, condition)",,"<p>the state of affairs, the condition, the context: どういう状況でその言葉を使う？ (どういう　じょうきょう　で　その　ことぼあ　を　つかう？ = In what situation do you use that word?)</p>"
527,況,不況,ふきょう,,,recession,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/13-un-%E4%B8%8D"">不</a> (un) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/528-condition-%E6%B3%81"">況</a> (condition)
 = 不況 (recession)",,<p>economic slump or recession; Republican administration</p>
528,競,競争,きょうそう,,する,competition,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/529-contest-%E7%AB%B6"">競</a> (contest) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1669-battle-%E4%BA%89"">争</a> (battle)
 = 競争 (competition)",,"<p>unless you're talking about a literal foot-race, 競争 does not mean a game. It refers to competing within a framework (usually business or academic). The best score on the test, the salesman who sold the most this month.</p>"
533,憤,憤慨,ふんがい,,,"resentment, burning slow anger.",☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/534-get-indignant-%E6%86%A4"">憤</a> (get indignant) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1716-deplore-%E6%85%A8"">慨</a> (deplore)
 = 憤慨 (resentment, burning slow anger.)",,
535,貨,貨物,かもつ,,,"cargo, freight",★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/536-cargo-%E8%B2%A8"">貨</a> (cargo) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1201-animal-thing-%E7%89%A9"">物</a> (animal / thing)
 = 貨物 (cargo, freight)",,
536,貧,貧乏,びんぼう,,な,poor,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/537-poverty-%E8%B2%A7"">貧</a> (poverty) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1701-shoddy-%E4%B9%8F"">乏</a> (shoddy)
 = 貧乏 (poor)",,<p>a broke motherfucker (can be used as a noun or adjective)</p>
537,貯,貯金,ちょきん,,,savings,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/538-save-up-%E8%B2%AF"">貯</a> (save up) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/909-gold-%E9%87%91"">金</a> (gold)
 = 貯金 (savings)",,<p>savings.(BOOBOO: used only about money in the bank - not stocks or real estate investments)(</p>
539,質,品質,ひんしつ,,の,quality,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/10-products-%E5%93%81"">品</a> (products) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/540-quality-%E8%B3%AA"">質</a> (quality)
 = 品質 (quality)",,<p>quality of merchandise　(品質のいい/品質の悪い）</p>
539,質,性質,せいしつ,,,essential nature,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/475-sex-essential-nature-%E6%80%A7"">性</a> (sex / essential nature) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/540-quality-%E8%B3%AA"">質</a> (quality)
 = 性質 (essential nature)",,"<p> natural quality. In contrast to 性格（せいかく）, 性質 applies to rocks and things as well as people and animals. Also it refers to the inner nature of people, rather than their social selves. So if you wanted to say that someone was very outgoing and loved sports and bars, you wouldn't use 性質. But if you wanted to say that someone was very stoic or honest, you would.</p>"
540,賃,家賃,やちん,,,rent money,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1223-home-%E5%AE%B6"">家</a> (home) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/541-rent-money-%E8%B3%83"">賃</a> (rent money)
 = 家賃 (rent money)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
540,賃,賃貸,ちんたい,,,rental,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/541-rent-money-%E8%B3%83"">賃</a> (rent money) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/664-lend-%E8%B2%B8"">貸</a> (lend)
 = 賃貸 (rental)",,
542,偵,探偵,たんてい,,,private detective,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/568-look-for-%E6%8E%A2"">探</a> (look for) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/543-detective-%E5%81%B5"">偵</a> (detective)
 = 探偵 (private detective)",,"<p>BOOBOO: Most books say this means 'detective' but really it means private detective, not police. (police detective is 刑事　－けいじ）. There's a huge P.I. industry here - they have advertisements in all the magazines and even posters on walls on the street!</p>"
544,損,損害,そんがい,,する,damage,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/545-harm-%E6%90%8D"">損</a> (harm) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/462-damage-%E5%AE%B3"">害</a> (damage)
 = 損害 (damage)",,"<p>damage - to your body, but also to your property. Often used when you lose money on a deal. Usually implies that the damage was not intentionally caused.</p>"
545,則,規則,きそく,,,rule or regulation,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/592-criteria-%E8%A6%8F"">規</a> (criteria) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/546-rule-%E5%89%87"">則</a> (rule)
 = 規則 (rule or regulation)",,
547,測,予測,よそく,,する,predict,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1329-beforehand-%E4%BA%88"">予</a> (beforehand) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/548-scientific-measurment-%E6%B8%AC"">測</a> (scientific measurment)
 = 予測 (predict)",,"<p>predict,forecast</p>"
548,貫,一貫,いっかん,,して,consistency,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1-one-line-radical-%E4%B8%80"">一</a> (one) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/549-pierce-%E8%B2%AB"">貫</a> (pierce)
 = 一貫 (consistency)",,<p>to do something consistently all the way till it is done. (一貫性　（いっかんせい）= consistency)</p>
551,績,功績,こうせき,,,achievement,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/648-success-%E5%8A%9F"">功</a> (success) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/552-achievements-%E7%B8%BE"">績</a> (achievements)
 = 功績 (achievement)",,<p>an achievement or good deed</p>
551,績,成績,せいせき,,,ranking,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/745-become-%E6%88%90"">成</a> (become) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/552-achievements-%E7%B8%BE"">績</a> (achievements)
 = 成績 (ranking)",,"<p>ranking of the results of a competition （i,e, the results of a test, a race, or when a hostess bar posts the framed pictures of their #1,2,and 3 earners outside the club on the marquee!)</p>"
552,積,積極的,せっきょくてき,,に　or な,"active, enterprising",★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/553-pile-up-%E7%A9%8D"">積</a> (pile up) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/654-extreme-%E6%A5%B5"">極</a> (extreme) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1430-motivation-al-%E7%9A%84"">的</a> (motivation / '-al')
 = 積極的 (active, enterprising)",,"<p>(adjective): enterprising, (adverb) :positively, aggressively. Someone who is really active and getting shit done and having opinions and stuff.</p>"
552,積,面積,めんせき,,,area,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/813-front-surface-face-%E9%9D%A2"">面</a> (front surface / face) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/553-pile-up-%E7%A9%8D"">積</a> (pile up)
 = 面積 (area)",,"<p>area, like square meters.</p>"
553,貴,貴様,きさま,,,fucknuts,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/554-exalted-%E8%B2%B4"">貴</a> (exalted) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/879-important-person-%E6%A7%98"">様</a> (important person)
 = 貴様 (fucknuts)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/20"" title=""Japanese sarcasm tends towards subtle irony ,and can be pretty rewarding if you can determine that a joke has, in fact, been made. "">SARC</a>","<p>fucknuts, douchebags.</p>"
553,貴,貴族,きぞく,,,a noble,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/554-exalted-%E8%B2%B4"">貴</a> (exalted) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1048-family-%E6%97%8F"">族</a> (family)
 = 貴族 (a noble)",,"<p>a noble, that is to say, someone from a noble family.</p>"
554,遺,遺産,いさん,,,inheritance,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/555-bequeath-%E9%81%BA"">遺</a> (bequeath) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/736-childbirth-production-of-things-%E7%94%A3"">産</a> (childbirth, production of things)
 = 遺産 (inheritance)",,"<p>inheritance (but, sadly, you can't say 'isan suru' to mean 'inherit.'- you have to say 遺産を相続する　（いさん　を　　そうぞく　する））. . . .fuck!</p>"
554,遺,遺伝子,いでんし,,,gene,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/555-bequeath-%E9%81%BA"">遺</a> (bequeath) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1267-transmit-%E4%BC%9D"">伝</a> (transmit) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/5-child-%E5%AD%90"">子</a> (child)
 = 遺伝子 (gene)",,<p>a gene (heredity is 遺伝　（いでん))</p>
